Id,SalePrice
1620,179150.7938
1621,146167.7047
1622,153682.3808
1623,229668.4634
1624,208677.5151
1625,128138.8869
1626,167133.1241
1627,191744.3187
1628,249468.3977
1629,167496.2535
1630,356969.1451
1631,212664.8263
1632,233595.8992
1633,163677.119
1634,182997.5335
1635,169476.5907
1636,154849.2468
1637,199448.6809
1638,170879.7861
1639,179546.8136
1640,226000.0912
1641,182705.6425
1642,229070.2225
1643,205262.285
1644,224218.7889
1645,212349.9076
1646,151400.9639
1647,156463.4119
1648,138543.4494
1649,140992.2317
1650,127279.3971
1651,134017.8596
1652,111648.7059
1653,111456.7169
1654,152539.9684
1655,136237.4921
1656,147664.0971
1657,154027.3822
1658,153568.8386
1659,127927.4506
1660,158043.702
1661,369880.6553
1662,349263.7837
1663,321384.647
1664,459614.9139
1665,259184.5806
1666,286844.5223
1667,345490.7792
1668,284198.3324
1669,254238.1243
1670,291968.3188
1671,251330.5134
1672,378809.7211
1673,251913.7903
1674,221139.4116
1675,204328.0144
1676,202239.4281
1677,210251.148
1678,391228.7566
1679,350530.8176
1680,289774.0823
1681,217763.3457
1682,278322.5561
1683,189050.9716
1684,167302.2588
1685,171871.6522
1686,169195.0068
1687,161392.8664
1688,180372.7628
1689,182102.0106
1690,181141.9604
1691,171684.7093
1692,224793.9327
1693,162958.2156
1694,178482.3261
1695,157268.8355
1696,261330.8682
1697,156111.4202
1698,307440.1118
1699,274298.7326
1700,240824.3339
1701,241108.222
1702,225618.4203
1703,213803.1003
1704,247611.0305
1705,212454.5565
1706,180565.6111
1707,206550.8793
1708,196340.1222
1709,226129.0661
1710,206751.1381
1711,236443.5109
1712,240803.7441
1713,260540.188
1714,223154.5327
1715,200351.5334
1716,172815.6831
1717,168476.6493
1718,145353.8808
1719,200139.082
1720,217824.3086
1721,154547.9858
1722,135258.306
1723,161208.2803
1724,198589.2617
1725,227275.4663
1726,185783.0438
1727,163986.7598
1728,159541.9997
1729,159095.337
1730,158817.2664
1731,125032.0126
1732,137853.8157
1733,127984.3953
1734,136936.7
1735,121507.187
1736,116378.3309
1737,275532.4056
1738,222872.3886
1739,253667.2723
1740,229517.9788
1741,202641.8768
1742,182943.5201
1743,179284.2694
1744,293911.6884
1745,208250.6564
1746,181766.6606
1747,209970.9243
1748,220537.5116
1749,152896.0579
1750,131148.5186
1751,224851.3276
1752,126961.2358
1753,159204.1714
1754,186069.6536
1755,173676.8319
1756,138751.4305
1757,127481.5338
1758,159034.671
1759,168572.8065
1760,162819.7269
1761,145645.8529
1762,182901.9489
1763,174209.347
1764,130674.7635
1765,162846.2133
1766,190966.5296
1767,205215.8204
1768,143925.5546
1769,155746.483
1770,141675.4389
1771,128867.1718
1772,150248.1575
1773,139034.8965
1774,174546.2295
1775,140498.6113
1776,145467.0261
1777,121873.6599
1778,143603.4127
1779,142007.7348
1780,151651.9598
1781,132041.5604
1782,117686.6681
1783,149304.0524
1784,121075.5716
1785,132229.6078
1786,164549.5489
1787,142850.2951
1788,91190.33717
1789,108971.2897
1790,111382.4601
1791,202425.2356
1792,155377.6259
1793,139345.5589
1794,144874.7318
1795,142635.7451
1796,139720.1105
1797,123428.2724
1798,131829.5118
1799,115411.6325
1800,142396.1399
1801,137855.0841
1802,128075.8802
1803,156943.2355
1804,148231.007
1805,133777.8053
1806,118852.205
1807,137787.5191
1808,119758.4869
1809,123230.6942
1810,140305.0333
1811,108671.9294
1812,111677.4954
1813,130259.7138
1814,114212.3753
1815,91023.06869
1816,103969.5437
1817,129730.0275
1818,141841.7752
1819,132722.2882
1820,73515.38612
1821,118685.1633
1822,142504.7298
1823,64111.23437
1824,132244.2455
1825,146656.7906
1826,125289.3028
1827,115352.5102
1828,139577.7687
1829,127861.1271
1830,138524.4985
1831,134612.6608
1832,88341.68627
1833,142614.06
1834,124459.6726
1835,122740.0087
1836,136836.1247
1837,99591.15538
1838,124153.1588
1839,115224.4279
1840,147668.8122
1841,145866.5276
1842,115858.4845
1843,134301.6101
1844,147775.9125
1845,154259.3427
1846,156988.172
1847,189915.3614
1848,93977.32513
1849,122240.3952
1850,128932.4023
1851,140725.7973
1852,130787.7608
1853,141355.041
1854,155540.0303
1855,156378.6853
1856,211659.7795
1857,136727.3579
1858,164669.6844
1859,137074.8824
1860,160685.0538
1861,136301.4957
1862,286821.2911
1863,270000.7506
1864,270285.9352
1865,290931.587
1866,274298.9741
1867,200739.7601
1868,254427.6465
1869,194966.4575
1870,200870.2926
1871,221703.7273
1872,171759.6134
1873,240532.7775
1874,160518.0181
1875,201334.6203
1876,197032.796
1877,203465.2155
1878,197030.1641
1879,150097.5989
1880,130766.5347
1881,243050.7342
1882,221216.7648
1883,181122.9046
1884,199530.8561
1885,209851.3871
1886,250924.0454
1887,202877.1233
1888,240604.109
1889,171361.3612
1890,124769.5849
1891,129151.1275
1892,118038.935
1893,142562.1421
1894,143606.6573
1895,147851.2343
1896,130028.3187
1897,127615.9098
1898,117549.4057
1899,160082.5422
1900,144379.0136
1901,174028.1611
1902,185645.3247
1903,212301.5747
1904,156723.5552
1905,185834.1936
1906,125941.9677
1907,212994.7095
1908,121921.9354
1909,138967.3253
1910,128439.8419
1911,216812.8755
1912,304779.0298
1913,150512.5876
1914,70171.90741
1915,297545.2066
1916,107856.6374
1917,209099.9533
1918,142428.7325
1919,157873.0026
1920,161561.8341
1921,317476.3113
1922,269082.4174
1923,217061.7955
1924,218529.4352
1925,188167.5194
1926,318136.0681
1927,138295.6681
1928,165636.6247
1929,129505.4391
1930,142652.2606
1931,147654.1737
1932,148409.846
1933,194633.5674
1934,179641.4038
1935,169244.1682
1936,195506.3957
1937,180686.9522
1938,175625.2853
1939,234713.4975
1940,185272.8239
1941,171244.1505
1942,174351.1028
1943,202586.6668
1944,326827.2564
1945,336862.9556
1946,161727.389
1947,132892.4145
1948,182555.5861
1949,225796.8125
1950,167726.7269
1951,239659.2896
1952,204165.3077
1953,168210.761
1954,173127.6137
1955,140438.1806
1956,302629.1214
1957,152722.3647
1958,257643.5106
1959,161620.2093
1960,128142.254
1961,135856.2899
1962,111279.6102
1963,117576.5211
1964,122036.7518
1965,150311.2428
1966,137543.9181
1967,262564.0557
1968,375473.7232
1969,318360.4217
1970,360291.4886
1971,395766.143
1972,322026.5086
1973,236833.057
1974,294635.7178
1975,437846.3696
1976,243118.4795
1977,319605.0017
1978,322167.8508
1979,280698.4685
1980,202041.0298
1981,302483.2897
1982,202240.319
1983,192991.5444
1984,176513.2062
1985,215278.3147
1986,196597.1269
1987,180969.3157
1988,171566.6163
1989,180978.1554
1990,195256.7515
1991,218332.5596
1992,206478.0047
1993,162366.8807
1994,225015.5559
1995,173884.0007
1996,229022.3326
1997,260560.884
1998,283955.181
1999,252356.0377
2000,265990.4874
2001,249997.8938
2002,222700.7686
2003,225868.3929
2004,249507.8596
2005,203412.4019
2006,208125.9399
2007,221430.1254
2008,210964.3246
2009,199082.906
2010,184545.6343
2011,143837.3963
2012,168409.79
2013,180839.3228
2014,185726.5459
2015,205811.9998
2016,191392.6507
2017,185477.0971
2018,128593.6067
2019,133920.4019
2020,113352.7708
2021,114429.4632
2022,188172.5693
2023,158549.8304
2024,265601.1266
2025,298113.471
2026,183908.2744
2027,172605.842
2028,161933.9861
2029,179685.2454
2030,238036.225
2031,208447.3705
2032,225477.3617
2033,231085.4537
2034,176538.2079
2035,214602.4307
2036,193157.3636
2037,209607.9852
2038,293635.4104
2039,208173.7726
2040,298540.3137
2041,240655.6293
2042,199648.2881
2043,180827.8573
2044,175650.577
2045,186750.3849
2046,174103.6948
2047,146293.4487
2048,143881.7152
2049,167594.5978
2050,160877.8146
2051,117937.3229
2052,131422.6268
2053,151113.2201
2054,111904.2296
2055,159434.8564
2056,141888.8941
2057,122909.9865
2058,198268.0871
2059,145841.5982
2060,176164.8857
2061,168806.3957
2062,142721.9263
2063,127869.4132
2064,145352.2774
2065,99735.6188
2066,165155.7567
2067,113836.2039
2068,176403.1339
2069,104519.3937
2070,120010.0957
2071,118850.4595
2072,149773.6108
2073,130838.2589
2074,167687.9979
2075,150042.9201
2076,117114.9292
2077,165795.395
2078,143849.7496
2079,128109.0239
2080,119883.3786
2081,135861.536
2082,140988.1766
2083,155120.2269
2084,120789.7661
2085,133651.2448
2086,111848.0296
2087,124181.3857
2088,112680.0917
2089,102184.1887
2090,124485.8291
2091,133096.2986
2092,131668.1582
2093,127092.6906
2094,112345.4464
2095,151459.877
2096,99799.89572
2097,102091.0341
2098,152983.8109
2099,85555.27361
2100,89025.7095
2101,131293.4159
2102,114702.292
2103,114221.4535
2104,145105.9161
2105,125623.2782
2106,107651.9758
2107,173207.1131
2108,125142.7831
2109,125848.0073
2110,129844.0628
2111,123484.5549
2112,149125.2851
2113,127502.0522
2114,115115.5955
2115,156076.0331
2116,119567.9459
2117,151689.2161
2118,130074.511
2119,118166.7732
2120,116770.2126
2121,104779.5357
2122,127735.8066
2123,97818.59941
2124,153716.7281
2125,132515.0655
2126,167905.5593
2127,153816.8299
2128,120104.5278
2129,102642.1292
2130,131018.6558
2131,139949.5741
2132,113535.9269
2133,124233.103
2134,119363.8346
2135,107885.9649
2136,113478.2885
2137,114238.1353
2138,131541.924
2139,147766.6921
2140,143032.5061
2141,140968.7286
2142,141328.2527
2143,159701.1678
2144,143905.7882
2145,139954.0057
2146,160483.0527
2147,166343.0335
2148,128769.0222
2149,138730.7736
2150,213297.515
2151,123141.382
2152,176825.5798
2153,180942.58
2154,118361.8207
2155,127052.0287
2156,265894.5019
2157,215419.5029
2158,230253.5159
2159,199672.1448
2160,176559.0493
2161,210919.5756
2162,368579.7133
2163,287204.2954
2164,221839.9754
2165,202026.187
2166,163748.5931
2167,209900.3618
2168,201791.5638
2169,189166.8237
2170,207024.0046
2171,160125.2441
2172,132290.0889
2173,180907.0917
2174,215101.1259
2175,244396.3631
2176,278788.825
2177,234792.9184
2178,190994.6501
2179,147291.4351
2180,219056.0156
2181,186550.0668
2182,209843.1433
2183,185630.5381
2184,127386.6712
2185,134594.4231
2186,140021.4161
2187,148162.967
2188,144127.9144
2189,313865.6331
2190,100159.6375
2191,98674.18358
2192,102065.4469
2193,120508.7102
2194,107710.6337
2195,125829.6445
2196,118057.8947
2197,128585.5444
2198,143062.9542
2199,164712.3721
2200,151787.2543
2201,156562.3693
2202,172111.8651
2203,161885.7655
2204,190923.8132
2205,146716.5233
2206,154619.2194
2207,194254.2615
2208,217783.7639
2209,276191.5392
2210,133346.7051
2211,114954.1151
2212,121445.5039
2213,113771.6957
2214,136677.0773
2215,113845.6494
2216,165286.1974
2217,98788.86642
2218,77632.62509
2219,74094.10822
2220,75962.87892
2221,298988.0894
2222,279513.014
2223,264708.1514
2224,195889.9794
2225,139068.3031
2226,202029.6279
2227,187673.141
2228,233578.3971
2229,229438.3797
2230,159667.4086
2231,201502.5006
2232,179276.5122
2233,188447.0995
2234,212499.7631
2235,221128.6085
2236,231538.8659
2237,277864.8099
2238,191322.35
2239,121512.3626
2240,159857.5616
2241,169710.8315
2242,126100.6917
2243,125473.9295
2244,113663.8246
2245,111284.2929
2246,146791.7852
2247,106520.7165
2248,132177.8716
2249,134290.4879
2250,137872.1315
2251,160172.4463
2252,178015.6104
2253,153133.9792
2254,170388.6688
2255,177508.9046
2256,163865.6377
2257,209083.9357
2258,154850.5604
2259,175630.2374
2260,145293.6334
2261,188583.9296
2262,208837.648
2263,331526.1037
2264,522945.8498
2265,178403.2544
2266,266893.6684
2267,359029.9618
2268,383942.9232
2269,147358.4024
2270,173337.9815
2271,199397.3444
2272,181372.0704
2273,157127.9169
2274,183102.7679
2275,165869.1663
2276,185741.6097
2277,177086.7465
2278,151206.797
2279,149381.6023
2280,127344.2605
2281,172481.0315
2282,190092.3044
2283,118169.514
2284,129642.4753
2285,138864.1265
2286,131983.1384
2287,310500.9421
2288,248856.6282
2289,330946.3481
2290,412260.4636
2291,298945.6463
2292,348721.0455
2293,425598.9722
2294,347509.3382
2295,423402.5931
2296,267912.1871
2297,299623.3123
2298,286508.3089
2299,332976.8509
2300,294414.8024
2301,272217.4971
2302,240710.6347
2303,223115.3079
2304,234177.8699
2305,207046.6818
2306,198997.663
2307,202702.731
2308,216102.7227
2309,245542.496
2310,201285.4458
2311,204900.281
2312,181539.0759
2313,171612.366
2314,176214.9179
2315,182033.0186
2316,188064.5368
2317,192257.6909
2318,183171.2017
2319,177612.8069
2320,176265.4596
2321,214779.0097
2322,177739.4983
2323,184394.7585
2324,165864.9233
2325,203406.8018
2326,165411.9258
2327,191305.5509
2328,209335.8903
2329,188761.0686
2330,183342.9358
2331,307868.2525
2332,340251.881
2333,286496.5013
2334,236482.7326
2335,245837.4748
2336,288261.886
2337,186464.8799
2338,234690.0705
2339,197306.8177
2340,330714.9669
2341,194239.7196
2342,211402.6405
2343,217832.3698
2344,202229.1427
2345,210901.6482
2346,203206.3377
2347,197285.6476
2348,226244.8806
2349,197271.7311
2350,275593.1085
2351,239793.9469
2352,226702.2982
2353,249094.9866
2354,150279.5596
2355,146461.2589
2356,160703.5622
2357,183986.2953
2358,200018.6908
2359,143634.6151
2360,126732.0396
2361,145410.5714
2362,262596.9442
2363,143895.5862
2364,147843.1099
2365,201892.3883
2366,187264.4496
2367,215075.7678
2368,218961.6318
2369,212380.2785
2370,178894.8453
2371,179287.279
2372,190070.1168
2373,253743.0245
2374,299395.0242
2375,228139.9516
2376,289012.8153
2377,333422.3199
2378,145371.0475
2379,200930.4359
2380,149019.9904
2381,174455.6709
2382,183619.2824
2383,188024.0957
2384,220719.3482
2385,149181.5709
2386,136351.5897
2387,139166.6937
2388,118923.9389
2389,129091.417
2390,156035.0595
2391,151478.5016
2392,123006.4746
2393,156316.3434
2394,147856.2169
2395,199412.3171
2396,147547.869
2397,214692.1303
2398,136593.1135
2399,100090.342
2400,96099.7838
2401,134807.6775
2402,141412.0061
2403,168676.4165
2404,155056.2884
2405,161025.6496
2406,145148.8185
2407,133637.6892
2408,142434.867
2409,128906.0104
2410,165365.9935
2411,125209.0358
2412,162395.1318
2413,140538.1075
2414,156191.934
2415,156257.1978
2416,128172.8167
2417,135109.1304
2418,136964.5154
2419,153816.6251
2420,130062.1414
2421,163842.3018
2422,117635.0379
2423,122928.3117
2424,159136.9219
2425,241462.4566
2426,133923.13
2427,126328.4312
2428,174949.664
2429,115726.883
2430,136130.846
2431,133449.9096
2432,152155.3772
2433,155097.417
2434,150714.4272
2435,163018.5158
2436,123634.0166
2437,121109.3459
2438,131056.5779
2439,107076.5659
2440,125953.052
2441,100650.7422
2442,110858.8994
2443,122843.5492
2444,128735.0736
2445,101422.4438
2446,129952.2411
2447,146276.2185
2448,124143.8025
2449,114212.149
2450,138560.4834
2451,126666.3912
2452,175404.2379
2453,108201.4457
2454,124405.4698
2455,119247.2318
2456,140750.2286
2457,138067.095
2458,126699.6886
2459,118697.4285
2460,139796.5439
2461,126630.3611
2462,138327.6597
2463,131999.4799
2464,164815.4004
2465,139807.3706
2466,133628.6831
2467,122092.2619
2468,101258.6494
2469,108572.0587
2470,186654.3647
2471,184237.7796
2472,164618.2525
2473,127795.2214
2474,104428.5988
2475,177677.1549
2476,125660.259
2477,136634.8185
2478,164685.3115
2479,128588.2491
2480,140059.6565
2481,133020.1663
2482,134290.8931
2483,122211.0077
2484,127822.3275
2485,129852.5814
2486,167238.8784
2487,183069.8759
2488,144683.5933
2489,158318.2584
2490,141052.8187
2491,100348.2056
2492,202328.4139
2493,147327.9135
2494,147516.0579
2495,102953.0263
2496,227149.2608
2497,151742.7387
2498,124416.4162
2499,108187.1811
2500,138619.031
2501,139712.2859
2502,143714.7986
2503,115962.4199
2504,189368.7921
2505,212484.8566
2506,226085.6288
2507,259041.1523
2508,226853.0875
2509,206262.7409
2510,199029.9337
2511,169196.9314
2512,199193.461
2513,208236.0561
2514,211010.7557
2515,169917.5836
2516,169429.0766
2517,156641.7108
2518,169496.6744
2519,229636.989
2520,207160.9235
2521,179589.5911
2522,208619.5919
2523,128161.6333
2524,144992.5743
2525,146209.2059
2526,155019.1832
2527,134924.458
2528,141848.2486
2529,150079.7554
2530,136296.1703
2531,242433.4319
2532,212011.1699
2533,187614.7803
2534,207703.648
2535,268921.2087
2536,219798.9934
2537,224837.3187
2538,179198.4705
2539,179662.0478
2540,182694.2471
2541,171370.5126
2542,171117.1312
2543,131944.4026
2544,131467.2894
2545,134289.2763
2546,129240.8019
2547,130369.4204
2548,168983.444
2549,163083.045
2550,1238283.284
2551,148434.2431
2552,138663.423
2553,97822.02149
2554,100532.3437
2555,112633.2515
2556,115862.6529
2557,119073.0589
2558,129449.4392
2559,161272.0233
2560,150405.7446
2561,140925.4486
2562,144980.2093
2563,150033.3134
2564,185061.9079
2565,155974.2095
2566,175714.8501
2567,158156.7224
2568,219848.781
2569,221038.6719
2570,128821.7599
2571,228053.5874
2572,146117.7312
2573,215265.4758
2574,285203.8532
2575,134724.9766
2576,123190.8874
2577,143953.3837
2578,92386.54282
2579,78458.10759
2580,95203.42403
2581,107516.7735
2582,103629.0487
2583,272282.7014
2584,166571.2252
2585,194865.8668
2586,217516.3795
2587,190244.0758
2588,134828.8987
2589,146269.3918
2590,194333.0867
2591,208811.1485
2592,206615.653
2593,232604.022
2594,162543.1938
2595,184821.6657
2596,255625.3286
2597,187346.1608
2598,261111.1543
2599,298239.6588
2600,181601.0178
2601,143152.4701
2602,103517.5225
2603,108945.2286
2604,103765.1082
2605,103623.8857
2606,154133.6649
2607,207390.655
2608,193610.7394
2609,169254.513
2610,115906.6203
2611,175757.0542
2612,160777.0635
2613,132296.4225
2614,133159.0124
2615,153919.647
2616,146640.785
2617,202764.2044
2618,162489.999
2619,187812.252
2620,183137.8696
2621,172596.5198
2622,177040.8061
2623,218453.8901
2624,284432.8558
2625,294270.9807
2626,167228.2061
2627,162464.7873
2628,430009.4495
2629,449748.3592
2630,329555.722
2631,422863.3109
2632,362978.3443
2633,268488.2222
2634,357403.2102
2635,155747.1579
2636,170495.3225
2637,174770.3903
2638,248964.9344
2639,173334.2364
2640,144498.8417
2641,128843.0632
2642,197043.9343
2643,119048.2024
2644,129892.5289
2645,116816.7653
2646,111557.4384
2647,120956.2043
2648,147321.4928
2649,153893.914
2650,126027.061
2651,148295.5017
2652,363108.8776
2653,229291.072
2654,251270.3684
2655,355242.8481
2656,277728.3019
2657,306706.8262
2658,283859.3047
2659,272678.1513
2660,324722.158
2661,302926.1994
2662,308461.7316
2663,255951.9655
2664,236719.708
2665,284643.1789
2666,245705.0626
2667,175028.1423
2668,175131.5075
2669,185300.9203
2670,247336.1197
2671,178915.4882
2672,190820.033
2673,194711.8865
2674,187152.4576
2675,177495.6168
2676,180017.1143
2677,196353.594
2678,232706.3589
2679,235660.3248
2680,253174.8939
2681,349259.6229
2682,281754.2204
2683,481536.9621
2684,272103.4492
2685,286952.9421
2686,231138.9049
2687,279976.167
2688,198995.2459
2689,198102.0466
2690,372452.0781
2691,195545.5723
2692,149440.484
2693,199990.6814
2694,143876.9821
2695,183024.6401
2696,175723.0963
2697,190409.8893
2698,194308.823
2699,178965.6452
2700,161581.3685
2701,147039.4142
2702,122326.0512
2703,128733.9065
2704,146998.5628
2705,130444.5325
2706,116051.7533
2707,122343.1282
2708,139284.5571
2709,109773.0287
2710,132390.3936
2711,355299.3313
2712,339342.6219
2713,176510.1369
2714,160624.7597
2715,182260.8999
2716,153600.2897
2717,195357.6234
2718,206032.3749
2719,163576.17
2720,162571.7337
2721,142346.3346
2722,172387.1973
2723,131322.4478
2724,136334.5936
2725,138397.6812
2726,155992.7036
2727,170967.8744
2728,169252.4787
2729,148875.2205
2730,148389.9008
2731,123071.2375
2732,132735.3128
2733,163395.1811
2734,149762.8235
2735,148437.8877
2736,151199.64
2737,130968.6572
2738,157867.1615
2739,154420.0405
2740,135745.3987
2741,154370.7672
2742,151900.7566
2743,163957.3908
2744,159694.9994
2745,134132.9354
2746,150257.6561
2747,143247.7589
2748,129354.0892
2749,142970.0073
2750,128361.2228
2751,144585.4058
2752,167325.019
2753,173645.042
2754,238162.0129
2755,142674.924
2756,114084.8335
2757,100340.3022
2758,106421.0915
2759,148317.1287
2760,141151.157
2761,146800.112
2762,142861.6102
2763,179047.3124
2764,144924.7204
2765,237793.752
2766,133580.6965
2767,119428.3059
2768,147239.5454
2769,155145.6068
2770,128990.3231
2771,113221.5819
2772,120230.6918
2773,163715.9611
2774,149964.7208
2775,121736.0094
2776,131659.8024
2777,135282.2674
2778,98933.12108
2779,140162.6236
2780,103247.8613
2781,105404.5918
2782,118574.1658
2783,126402.0468
2784,129334.8551
2785,135914.5692
2786,90101.49576
2787,117154.1603
2788,104066.2231
2789,161040.1571
2790,106368.1139
2791,124421.6375
2792,80519.18063
2793,137227.3779
2794,118276.962
2795,126673.9509
2796,119568.5683
2797,224207.5639
2798,117209.1157
2799,115450.8883
2800,90138.71073
2801,114938.7053
2802,129014.4647
2803,184787.3873
2804,146057.1798
2805,103681.9399
2806,110577.5595
2807,185672.9983
2808,150749.3158
2809,133763.0894
2810,128535.8178
2811,160686.373
2812,169315.1282
2813,190780.3154
2814,192473.7279
2815,115166.9104
2816,228787.8749
2817,171391.5368
2818,136546.1072
2819,183702.2445
2820,151921.6987
2821,114338.9976
2822,162320.8294
2823,344523.6483
2824,182931.1672
2825,153090.3653
2826,134059.6065
2827,137439.8287
2828,228456.7082
2829,188639.1123
2830,222886.4006
2831,167778.192
2832,254269.977
2833,263964.4805
2834,216892.7766
2835,212512.8303
2836,184487.3857
2837,154872.9173
2838,158214.5421
2839,178114.6496
2840,198301.6214
2841,193502.7189
2842,216103.8778
2843,153860.305
2844,164980.2884
2845,130255.134
2846,200576.6256
2847,210686.5989
2848,195216.2124
2849,190520.7022
2850,240609.8178
2851,202290.7184
2852,216533.6747
2853,222573.1275
2854,148106.1456
2855,193140.4943
2856,195754.1489
2857,180975.3949
2858,198969.2913
2859,119222.2347
2860,143083.896
2861,138321.3318
2862,177674.7073
2863,139758.2443
2864,230215.7203
2865,152552.7421
2866,146592.6991
2867,118784.9522
2868,112609.5013
2869,118197.3674
2870,132986.8548
2871,100653.5345
2872,89625.62577
2873,111672.1286
2874,144726.2504
2875,119633.2548
2876,143768.6879
2877,139171.397
2878,146923.6147
2879,140040.0124
2880,119242.2715
2881,158998.3305
2882,186284.1963
2883,183263.5876
2884,161149.2911
2885,172124.3357
2886,238844.8162
2887,106367.1448
2888,135175.7937
2889,85438.82326
2890,104917.1221
2891,146183.0134
2892,56107.86955
2893,76671.11118
2894,67815.95305
2895,311383.0887
2896,267439.3321
2897,211835.6881
2898,155865.8136
2899,188327.9554
2900,155443.2666
2901,227531.8286
2902,168430.9339
2903,285267.151
2904,294595.0184
2905,110554.2418
2906,184453.9869
2907,116568.0993
2908,133655.3403
2909,163439.471
2910,92264.70374
2911,102086.689
2912,156854.5225
2913,94608.90793
2914,95153.64643
2915,96581.2302
2916,95862.63507
2917,165820.5126
2918,132690.4226
2919,203765.7697
