,0
302,174209.34704908027
303,130674.7634849158
304,162846.21334381407
305,190966.52956865676
306,205215.8204014913
307,143925.5545568207
308,155746.482963637
309,141675.43893127318
310,128867.17181347028
311,150248.15752264045
312,139034.89645897283
313,174546.22954337677
314,140498.6113055261
315,145467.02607439438
316,121873.65993973451
317,143603.41273532787
318,142007.73483607036
319,151651.95979906188
320,132041.56042214885
321,117686.66812517594
322,149304.05238052414
323,121075.57160320015
324,132229.60783652254
325,164549.5488919238
326,142850.2950670486
327,91190.33716636838
328,108971.28965944631
329,111382.46009912113
330,202425.23560578626
331,155377.62594335034
332,139345.55891431955
333,144874.73182897345
334,142635.7450966225
335,139720.1104554168
336,123428.27238586485
337,131829.51184791556
338,115411.63254063044
339,142396.13992544328
340,137855.0840874167
341,128075.88018485697
342,156943.23546072826
343,148231.006997125
344,133777.80526310505
345,118852.2049936093
346,137787.5190727152
347,119758.48692437279
348,123230.69415762484
349,140305.03329594812
350,108671.92942649008
351,111677.49544580077
352,130259.71380558259
353,114212.37528656702
354,91023.06868711048
355,103969.54373767826
356,129730.02754218382
357,141841.77515507143
358,132722.28817020057
359,73515.38612025179
360,118685.16332288735
361,142504.72976282355
362,64111.23436881147
363,132244.2455384765
364,146656.7906246336
365,125289.30278355884
366,115352.51023289305
367,139577.7687062479
368,127861.12706902709
369,138524.498516703
370,134612.6608028645
371,88341.6862650529
372,142614.05999423616
373,124459.67258134209
374,122740.00866404308
375,136836.12471154216
376,99591.15537788626
377,124153.1587968409
378,115224.42790297026
379,147668.81222722435
380,145866.52757949184
381,115858.48445869403
382,134301.6101148701
383,147775.9125354804
384,154259.3427045643
385,156988.17195551554
386,189915.36144882874
387,93977.32512516523
388,122240.39520762707
389,128932.40232647983
390,140725.79728677432
391,130787.76078405045
392,141355.04098843853
393,155540.0302719696
394,156378.6853097839
395,211659.7794580233
396,136727.35793923124
397,164669.68444844618
398,137074.8824239564
399,160685.05379048391
400,136301.49570192044
401,286821.2910778857
402,270000.75058505195
403,270285.9351876142
404,290931.5869604404
405,274298.97409303876
406,200739.7601154428
407,254427.64650479093
408,194966.4574592864
409,200870.29256320445
410,221703.72732149446
411,171759.6134177149
412,240532.77748742848
413,160518.0181290543
414,201334.6203428097
415,197032.79603254993
416,203465.21554520607
417,197030.1641221382
418,150097.59889918307
419,130766.53466881816
420,243050.7341902488
421,221216.76484268668
422,181122.90456256096
423,199530.85607101634
424,209851.38705329827
425,250924.04535494107
426,202877.12326219876
427,240604.10898087
428,171361.36115022708
429,124769.58488030656
430,129151.1275000322
431,118038.935003949
432,142562.1421369463
433,143606.65729625442
434,147851.23432862954
435,130028.31866005497
436,127615.90978343604
437,117549.40573305532
438,160082.54219928914
439,144379.01356696323
440,174028.16107267296
441,185645.32473968994
442,212301.57474846413
443,156723.55523925283
444,185834.1936313134
445,125941.96769977214
446,212994.70949443913
447,121921.93538942112
448,138967.32528848154
449,128439.84193495456
450,216812.87549389046
451,304779.02982704947
452,150512.58759630958
453,70171.90740769947
454,297545.2066118258
455,107856.63743571908
456,209099.9532836958
457,142428.7325392972
458,157873.00264735022
459,161561.83406080847
460,317476.3112571185
461,269082.41740324383
462,217061.7955197491
463,218529.43515404454
464,188167.51937301553
465,318136.0680542633
466,138295.66813546445
467,165636.62471727788
468,129505.43914186474
469,142652.2605559422
470,147654.1736729903
471,148409.84601339526
472,194633.5673518955
473,179641.40379111943
474,169244.16823120991
475,195506.39570205053
476,180686.952236219
477,175625.28525468768
478,234713.4975249648
479,185272.82385643185
480,171244.15054441078
481,174351.10283045846
482,202586.6667868882
483,326827.25644714164
484,336862.955582176
485,161727.38902584228
486,132892.41449865012
487,182555.5860713574
488,225796.81250449535
489,167726.72685288006
490,239659.28957494817
491,204165.30770654557
492,168210.7610408255
493,173127.61373799358
494,140438.18061718726
495,302629.12144106283
496,152722.36472286895
497,257643.5105671825
498,161620.20927035983
499,128142.25401190163
500,135856.28990321516
501,111279.61016704363
502,117576.52114048107
503,122036.75183735139
504,150311.242785943
505,137543.9181313712
506,262564.0556926679
507,375473.7231753107
508,318360.4217269512
509,360291.4885987077
510,395766.14304207434
511,322026.50856371096
512,236833.05704027988
513,294635.7177683843
514,437846.36957417254
515,243118.4795341063
516,319605.00171999313
517,322167.85084019095
518,280698.4684774921
519,202041.02975951633
520,302483.28966147266
521,202240.31896953456
522,192991.54444175557
523,176513.2061796229
524,215278.31474786857
525,196597.12687887298
526,180969.31568578558
527,171566.61634285128
528,180978.15541222013
529,195256.75149043763
530,218332.5596436741
531,206478.00473845346
532,162366.88065556707
533,225015.5558969062
534,173884.00072063407
535,229022.33263187378
536,260560.88401933076
537,283955.1810447196
538,252356.03765232867
539,265990.48740556097
540,249997.8937823399
541,222700.7686131095
542,225868.3929363522
543,249507.8595618586
544,203412.401915372
545,208125.93985031697
546,221430.1254451721
547,210964.3245685297
548,199082.90599745454
549,184545.63430751459
550,143837.39629565572
551,168409.78997456015
552,180839.32281496303
553,185726.5459464197
554,205811.99980529983
555,191392.65071437132
556,185477.0970696606
557,128593.60672667956
558,133920.40191690667
559,113352.77083456976
560,114429.46324876975
561,188172.56929141132
562,158549.8304487506
563,265601.1266297061
564,298113.4709621247
565,183908.27442311717
566,172605.8419760474
567,161933.98614696812
568,179685.24538250163
569,238036.22497210657
570,208447.37045765735
571,225477.36172318313
572,231085.45365304087
573,176538.20788502943
574,214602.43066910145
575,193157.36361404147
576,209607.98519260308
577,293635.41043189366
578,208173.77262957447
579,298540.31365708506
580,240655.6292666592
581,199648.28809352685
582,180827.8573224857
583,175650.5770267616
584,186750.38493792556
585,174103.6948028057
586,146293.44874714507
587,143881.71515958934
588,167594.59778713709
589,160877.81462785596
590,117937.32292123971
591,131422.62683420916
592,151113.22011942434
593,111904.2296353378
594,159434.85638764035
595,141888.89407485208
596,122909.9865459118
597,198268.0870571916
598,145841.59819732985
599,176164.88571084692
600,168806.39570079063
601,142721.92627485615
602,127869.41315004461
603,145352.27744660838
604,99735.61879831519
605,165155.75671103544
606,113836.20389750096
607,176403.1338957468
608,104519.39368636505
609,120010.09567144066
610,118850.45952876411
611,149773.61082121616
612,130838.25889333355
613,167687.99793990314
614,150042.9200755902
615,117114.9292205646
616,165795.3950495229
617,143849.74957173318
618,128109.02388903534
619,119883.37864592984
620,135861.53601303144
621,140988.17663050067
622,155120.22693905744
623,120789.76609328845
624,133651.2448409904
625,111848.02959752658
626,124181.38571692433
627,112680.09173071252
628,102184.18872708139
629,124485.82908661987
630,133096.29860015563
631,131668.15815394587
632,127092.69058909343
633,112345.44636450079
634,151459.87701736734
635,99799.89572451726
636,102091.03408688524
637,152983.81085710527
638,85555.27361343802
639,89025.7094965043
640,131293.41591076314
641,114702.29196815584
642,114221.4534901722
643,145105.9161108428
644,125623.27823384773
645,107651.97581651805
646,173207.11312117882
647,125142.78305416131
648,125848.00733089377
649,129844.06277562871
650,123484.5549438846
651,149125.285131262
652,127502.05217861294
653,115115.59550838193
654,156076.03311181715
655,119567.9459195559
656,151689.21607910655
657,130074.51103055663
658,118166.77323187621
659,116770.21256954808
660,104779.53571513553
661,127735.80659615863
662,97818.59941412015
663,153716.72807553326
664,132515.06548786926
665,167905.55931724538
666,153816.82990302128
667,120104.52781105066
668,102642.12915993796
669,131018.65579940683
670,139949.5740809253
671,113535.92691095483
672,124233.10295613218
673,119363.83462325064
674,107885.96485101484
675,113478.28846631499
676,114238.13526321546
677,131541.92399650678
678,147766.69207980274
679,143032.50606272154
680,140968.72863372762
681,141328.25270631464
682,159701.1677899494
683,143905.78819964704
684,139954.00571873688
685,160483.05270903566
686,166343.03345266625
687,128769.02219007254
688,138730.773636461
689,213297.51497073277
690,123141.3819783089
691,176825.57977017103
692,180942.58004585278
693,118361.82069869021
694,127052.02870344208
695,265894.5018598925
696,215419.50288133553
697,230253.5159123494
698,199672.1447544409
699,176559.04931914175
700,210919.57561701257
701,368579.71332916484
702,287204.2954172036
703,221839.9753848492
704,202026.18701390165
705,163748.59306639526
706,209900.36177869025
707,201791.56381763102
708,189166.8236834766
709,207024.00459644492
710,160125.24414214474
711,132290.0888666001
712,180907.09165870107
713,215101.1259356079
714,244396.36306165706
715,278788.82498814916
716,234792.91837449762
717,190994.65006733657
718,147291.43509828232
719,219056.01564337735
720,186550.06683313308
721,209843.14333864543
722,185630.53812336765
723,127386.67122409806
724,134594.4231075581
725,140021.41612378097
726,148162.96695870298
727,144127.9143506251
728,313865.6331176801
729,100159.6374562604
730,98674.18358174108
731,102065.44691341523
732,120508.71015302176
733,107710.63369572861
734,125829.64449777605
735,118057.89465804202
736,128585.54440738591
737,143062.9541541748
738,164712.37210251766
739,151787.25433666448
740,156562.3693199533
741,172111.86511836734
742,161885.76552473317
743,190923.81317909173
744,146716.52326002027
745,154619.21938328515
746,194254.2614606726
747,217783.76393335228
748,276191.53917749156
749,133346.7051313893
750,114954.11506411327
751,121445.50390746031
752,113771.6957160437
753,136677.07725884934
754,113845.64935721403
755,165286.1974171054
756,98788.86641818959
757,77632.62509467456
758,74094.10821934555
759,75962.87891875378
760,298988.0893796446
761,279513.0139506457
762,264708.15142483445
763,195889.97941337805
764,139068.30307669326
765,202029.62785927305
766,187673.14104538175
767,233578.39712368956
768,229438.37968837566
769,159667.40864429722
770,201502.500649697
771,179276.5122279188
772,188447.09953904455
773,212499.76306790338
774,221128.6085146109
775,231538.86594874077
776,277864.8099331919
777,191322.35001960502
778,121512.36258580715
779,159857.56162332758
780,169710.83152063235
781,126100.69166089583
782,125473.92945981146
783,113663.82460573038
784,111284.29294316436
785,146791.78515063613
786,106520.71646697467
787,132177.87163787356
788,134290.4878892999
789,137872.13145278726
790,160172.44634842538
791,178015.61035659115
792,153133.97924609063
793,170388.66881505438
794,177508.90460870625
795,163865.6377134927
796,209083.93570919536
797,154850.56036194268
798,175630.23735893756
799,145293.63338586845
800,188583.929579647
801,208837.648038488
802,331526.1037418455
803,522945.84984958527
804,178403.2543930861
805,266893.6683790535
806,359029.9617575912
807,383942.9231696873
808,147358.40236341074
809,173337.9815152274
810,199397.34435739755
811,181372.0704418536
812,157127.9169333169
813,183102.76792299087
814,165869.16630287675
815,185741.60972662247
816,177086.74650848637
817,151206.79701557566
818,149381.60227951143
819,127344.26051440246
820,172481.0314674298
821,190092.30436413668
822,118169.51395218362
823,129642.47528845689
824,138864.1265261406
825,131983.1383598723
826,310500.9421120199
827,248856.62815082056
828,330946.3481415712
829,412260.46364746505
830,298945.6462893325
831,348721.0454542694
832,425598.9722294152
833,347509.3381675963
834,423402.59306128736
835,267912.1871488692
836,299623.31229727034
837,286508.30891516816
838,332976.8509031494
839,294414.8024187222
840,272217.49706863286
841,240710.63474440709
842,223115.3078506165
843,234177.86993243388
844,207046.681848162
845,198997.6629602597
846,202702.73104142604
847,216102.7227233641
848,245542.49597649087
849,201285.4458274712
850,204900.28095073186
851,181539.0759267032
852,171612.3659616481
853,176214.9178581501
854,182033.0186365302
855,188064.53682178445
856,192257.69086289802
857,183171.20173334095
858,177612.80694213198
859,176265.45958412503
860,214779.00969083645
861,177739.4982909642
862,184394.75846367993
863,165864.92329487583
864,203406.80177053774
865,165411.92581726363
866,191305.55086068544
867,209335.89031550087
868,188761.0686463541
869,183342.93576613194
870,307868.2524949245
871,340251.88099908934
872,286496.50131877215
873,236482.73262506307
874,245837.47475156092
875,288261.8860401931
876,186464.87991767266
877,234690.07047406572
878,197306.81774561168
879,330714.96685746114
880,194239.71964093053
881,211402.64045955226
882,217832.36975853192
883,202229.1427358412
884,210901.6482484175
885,203206.3376566501
886,197285.64756598376
887,226244.88063371822
888,197271.73108027037
889,275593.1085293929
890,239793.9469100315
891,226702.29819671545
892,249094.98656489656
893,150279.55957067647
894,146461.25890252303
895,160703.56218997372
896,183986.2952868802
897,200018.69075011095
898,143634.61514473884
899,126732.03959684045
900,145410.57143333688
901,262596.9442039296
902,143895.58622339176
903,147843.1098720417
904,201892.3882900274
905,187264.44957516238
906,215075.76775201297
907,218961.63176015357
908,212380.2784800153
909,178894.84529397415
910,179287.27901146945
911,190070.11677369243
912,253743.02453294754
913,299395.02415424114
914,228139.95155051493
915,289012.8153291723
916,333422.319943694
917,145371.04745712897
918,200930.4358724245
919,149019.99036668582
920,174455.67089598
921,183619.2823685847
922,188024.09569443535
923,220719.34816009895
924,149181.57086399558
925,136351.5896536648
926,139166.69369527182
927,118923.93889980546
928,129091.41696817032
929,156035.05948941567
930,151478.50155642277
931,123006.47460771618
932,156316.3434105331
933,147856.21685133447
934,199412.3171158279
935,147547.86895796095
936,214692.1303414597
937,136593.11345283283
938,100090.34202107134
939,96099.78380278067
940,134807.6775230423
941,141412.0061293429
942,168676.41652057786
943,155056.28838654864
944,161025.6496358413
945,145148.81849758205
946,133637.68917518214
947,142434.86698033233
948,128906.01036385445
949,165365.9935355698
950,125209.03578977227
951,162395.1318356781
952,140538.10749725328
953,156191.93403019462
954,156257.19782215072
955,128172.8166506041
956,135109.13036716182
957,136964.5154343054
958,153816.625058346
959,130062.14139397065
960,163842.30184627656
961,117635.0378652205
962,122928.31168601972
963,159136.9218997818
964,241462.4565565592
965,133923.1300359159
966,126328.43120089751
967,174949.6640045428
968,115726.88295050434
969,136130.84604626783
970,133449.90959113464
971,152155.3772106188
972,155097.41702882023
973,150714.42723294973
974,163018.5157681102
975,123634.01662837961
976,121109.3459433457
977,131056.57793444344
978,107076.56594453956
979,125953.05200373451
980,100650.74219663048
981,110858.89937371884
982,122843.54917173718
983,128735.07356575654
984,101422.44382494316
985,129952.24113969001
986,146276.21850413934
987,124143.80253241184
988,114212.14899700209
989,138560.4833946944
990,126666.39122714073
991,175404.23790239712
992,108201.44569272277
993,124405.46978852426
994,119247.23181370416
995,140750.22861570914
996,138067.09504105776
997,126699.68859242235
998,118697.4285118082
999,139796.54391025653
1000,126630.36111950812
1001,138327.65968535384
1002,131999.47990236717
1003,164815.40042309053
1004,139807.37055842538
1005,133628.68306145802
1006,122092.26194369854
1007,101258.64937879865
1008,108572.05865806244
1009,186654.36469556307
1010,184237.779597738
1011,164618.25252201874
1012,127795.22144829402
1013,104428.59877149088
1014,177677.15489732454
1015,125660.25902004597
1016,136634.81849515683
1017,164685.31146295328
1018,128588.24910370637
1019,140059.6565212314
1020,133020.1663103631
1021,134290.89308228964
1022,122211.00772033965
1023,127822.32754930668
1024,129852.58142514095
1025,167238.8783722094
1026,183069.87588041954
1027,144683.59333035126
1028,158318.25842369246
1029,141052.8186591553
1030,100348.2055661937
1031,202328.4138804248
1032,147327.9134810385
1033,147516.05793864623
1034,102953.02629390861
1035,227149.26084219848
1036,151742.73874577865
1037,124416.41621766669
1038,108187.1810824206
1039,138619.03098082572
1040,139712.28594821712
1041,143714.79855744523
1042,115962.4199035705
1043,189368.79211386776
1044,212484.856583878
1045,226085.62881094127
1046,259041.1523497682
1047,226853.08746141498
1048,206262.74086987448
1049,199029.9337084455
1050,169196.9313642837
1051,199193.4609515018
1052,208236.0561065104
1053,211010.75573916963
1054,169917.58357778468
1055,169429.0765702229
1056,156641.71075113848
1057,169496.67438463809
1058,229636.98903153543
1059,207160.9234612051
1060,179589.59108558335
1061,208619.5918761491
1062,128161.63331734677
1063,144992.57431564532
1064,146209.20586541982
1065,155019.18323263008
1066,134924.45799573135
1067,141848.24864292686
1068,150079.75536054888
1069,136296.1702720419
1070,242433.43187176346
1071,212011.1698921478
1072,187614.78033566085
1073,207703.6479960369
1074,268921.20873596036
1075,219798.9933905045
1076,224837.31867631737
1077,179198.47047447687
1078,179662.0477849539
1079,182694.24714816982
1080,171370.51264245334
1081,171117.13118580353
1082,131944.40255600068
1083,131467.289389422
1084,134289.2762937209
1085,129240.80185930754
1086,130369.4203884189
1087,168983.44396817294
1088,163083.0450265711
1089,1238283.2843598255
1090,148434.24313327536
1091,138663.4230029125
1092,97822.0214875689
1093,100532.3437405849
1094,112633.25146182714
1095,115862.65287329673
1096,119073.05889388376
1097,129449.4392355259
1098,161272.02332861646
1099,150405.74455687313
1100,140925.44863396924
1101,144980.20931070784
1102,150033.31335384707
1103,185061.90785029193
1104,155974.2094665113
1105,175714.85013441916
1106,158156.72240742066
1107,219848.78101013714
1108,221038.6719176405
1109,128821.75987929631
1110,228053.58736368341
1111,146117.7311851426
1112,215265.4757975193
1113,285203.8532126152
1114,134724.97659185468
1115,123190.88735410068
1116,143953.38374894133
1117,92386.54281850414
1118,78458.10758535018
1119,95203.42403087491
1120,107516.77347128723
1121,103629.0487023099
1122,272282.70140726026
1123,166571.22522786594
1124,194865.8667552635
1125,217516.37951905033
1126,190244.07577356588
1127,134828.89871668615
1128,146269.39183048374
1129,194333.0867265084
1130,208811.148486089
1131,206615.65303957593
1132,232604.02199879338
1133,162543.1938225788
1134,184821.66565978495
1135,255625.3285860887
1136,187346.16077882278
1137,261111.1542821501
1138,298239.65876332036
1139,181601.0178082934
1140,143152.47013087495
1141,103517.52252883167
1142,108945.22858672378
1143,103765.10819542462
1144,103623.88572505998
1145,154133.66490249627
1146,207390.65500010506
1147,193610.73935817092
1148,169254.5129613314
1149,115906.62026893321
1150,175757.05415845336
1151,160777.06348044614
1152,132296.4225473651
1153,133159.0124189504
1154,153919.64695376938
1155,146640.78497850345
1156,202764.2044119917
1157,162489.99903069125
1158,187812.2519596973
1159,183137.86962022856
1160,172596.5197860309
1161,177040.80613193943
1162,218453.89009286265
1163,284432.855841716
1164,294270.98068122705
1165,167228.20605628067
1166,162464.78725322595
1167,430009.449503105
1168,449748.35922180064
1169,329555.7219811666
1170,422863.31092876085
1171,362978.34426211624
1172,268488.2221625247
1173,357403.21015489177
1174,155747.15791208151
1175,170495.32247819917
1176,174770.39034644968
1177,248964.93437924143
1178,173334.2363862006
1179,144498.84169899268
1180,128843.06322990866
1181,197043.93432026173
1182,119048.2023926711
1183,129892.52891635269
1184,116816.76534775137
1185,111557.43842394836
1186,120956.20431745976
1187,147321.49281227228
1188,153893.91396768924
1189,126027.06099937634
1190,148295.5017341424
1191,363108.877634083
1192,229291.07201040097
1193,251270.36843329016
1194,355242.8480662496
1195,277728.30185621127
1196,306706.8262418729
1197,283859.3046981812
1198,272678.15132025955
1199,324722.15797006665
1200,302926.1994312038
1201,308461.73159377027
1202,255951.96548830136
1203,236719.70797982597
1204,284643.17893361085
1205,245705.06256531028
1206,175028.14230534327
1207,175131.50746697088
1208,185300.92025385884
1209,247336.11965712876
1210,178915.4881690878
1211,190820.0329920204
1212,194711.8864684729
1213,187152.4576488864
1214,177495.6167523215
1215,180017.11425561318
1216,196353.59395644747
1217,232706.358880799
1218,235660.32483502128
1219,253174.89386406253
1220,349259.6229202343
1221,281754.22043983394
1222,481536.9620601793
1223,272103.4491938969
1224,286952.9421271281
1225,231138.90489639327
1226,279976.1670395724
1227,198995.24594856473
1228,198102.04663929506
1229,372452.07811330556
1230,195545.57226444114
1231,149440.4839999964
1232,199990.68138728154
1233,143876.98209227453
1234,183024.6400854293
1235,175723.09627161777
1236,190409.88925710807
1237,194308.82297120255
1238,178965.64524035738
1239,161581.36854144774
1240,147039.41421035246
1241,122326.05122078533
1242,128733.90645379065
1243,146998.56276169122
1244,130444.53250868095
1245,116051.75333822067
1246,122343.12815312945
1247,139284.55707472606
1248,109773.02871502667
1249,132390.39359226215
1250,355299.33132749796
1251,339342.6218825659
1252,176510.13693607997
1253,160624.75971208132
1254,182260.89993127738
1255,153600.28970546764
1256,195357.62344881298
1257,206032.37488763966
1258,163576.17001974655
1259,162571.73370361773
1260,142346.334649019
1261,172387.1973406377
1262,131322.44783504127
1263,136334.5935997925
1264,138397.6812333751
1265,155992.70355479993
1266,170967.87435259172
1267,169252.47872233903
1268,148875.22048012711
1269,148389.90075914003
1270,123071.23753773283
1271,132735.3127802623
1272,163395.1811379129
1273,149762.82347171492
1274,148437.88771455284
1275,151199.64004301088
1276,130968.65715387519
1277,157867.16146839267
1278,154420.04051533877
1279,135745.39869476884
1280,154370.76721753518
1281,151900.7565717122
1282,163957.39084416418
1283,159694.9993723592
1284,134132.93541629694
1285,150257.6561050353
1286,143247.75892161703
1287,129354.08924100443
1288,142970.00734987474
1289,128361.22278240201
1290,144585.40578171264
1291,167325.0189889103
1292,173645.04199315133
1293,238162.0129413927
1294,142674.92404615183
1295,114084.83354567415
1296,100340.30223935848
1297,106421.09153925309
1298,148317.12865921477
1299,141151.15696387866
1300,146800.1119800297
1301,142861.61018282056
1302,179047.31244298522
1303,144924.72043145754
1304,237793.75201806365
1305,133580.6964888798
1306,119428.30586417775
1307,147239.54542244686
1308,155145.60680920677
1309,128990.32310758972
1310,113221.58189096817
1311,120230.69176819196
1312,163715.96111574656
1313,149964.7207643558
1314,121736.00937087333
1315,131659.80243250326
1316,135282.2674252173
1317,98933.12108476336
1318,140162.62361185718
1319,103247.86130800568
1320,105404.59178521104
1321,118574.16582850384
1322,126402.04678812531
1323,129334.85510835367
1324,135914.5692397275
1325,90101.49576443703
1326,117154.1602888599
1327,104066.22305475535
1328,161040.15711902783
1329,106368.11391650139
1330,124421.63753723503
1331,80519.1806286458
1332,137227.37790690843
1333,118276.96204127771
1334,126673.95094626427
1335,119568.56828100058
1336,224207.56387624153
1337,117209.11565228904
1338,115450.8882592465
1339,90138.71072836165
1340,114938.7053292539
1341,129014.46469320804
1342,184787.3873218063
1343,146057.17983487766
1344,103681.93987648399
1345,110577.5595122677
1346,185672.99828529224
1347,150749.31580253912
1348,133763.08935085626
1349,128535.817783384
1350,160686.37295545926
1351,169315.12822813512
1352,190780.31543522698
1353,192473.72793346626
1354,115166.91040954877
1355,228787.87491567762
1356,171391.53677440583
1357,136546.10716489737
1358,183702.24454433704
1359,151921.698701885
1360,114338.99760734483
1361,162320.82942142207
1362,344523.6482961269
1363,182931.16724511076
1364,153090.36533213727
1365,134059.60651169147
